20141227,61695,7,12,327,1413,140,96,1,1,1,1,5275,1,1,2003,1,1,1,0,0,36,0,0,0,35,0,1,2003,1,1
20141227,51007,33,10,691,1616,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,92188,39,12,203,1561,235,129,2,2,1,0,2572,0,0,989,0,0,0,1,0,29,0,1,0,24,0,0,989,0,0
20141227,96283,32,11,629,190,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,108475,7,12,684,9,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0
20141227,135033,4,11,511,1283,47,31,1,1,1,1,2201,3,1,941,1,3,1,0,0,6,0,0,0,5,0,1,941,3,1
20141227,19914,36,4,518,1369,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0
20141227,110906,18,12,422,51,918,516,20,19,32,20,80615,20,19,20960,18,18,18,0,0,208,0,0,0,174,0,18,20960,18,18
20141227,55750,39,12,203,1561,32,18,7,1,0,0,1698,0,0,1097,0,0,0,0,0,3,0,0,0,2,0,0,1097,0,0
20141227,64381,21,11,601,810,257,143,9,6,3,6,7207,6,5,2972,4,4,4,0,0,64,0,0,0,48,0,4,2972,4,4
20141227,39436,32,11,234,306,123,77,3,3,1,1,3554,1,1,2472,1,1,1,0,0,28,0,0,0,22,0,1,2472,1,1
20141227,70012,17,12,231,492,23,23,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
20141227,85567,4,11,82,268,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,148668,37,11,480,728,202,113,0,0,5,3,1685,3,3,614,3,3,3,0,0,33,0,0,0,28,0,3,614,3,3
20141227,147255,7,12,234,306,47,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141227,33166,26,8,600,705,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,53830,16,4,477,1085,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
20141227,147420,18,12,305,1276,1271,594,38,32,12,19,34242,19,18,6909,15,15,15,0,0,159,0,0,0,128,0,15,6909,15,15
20141227,65236,39,12,420,1798,210,119,1,1,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,19,0,0,0,0,0
20141227,66811,39,12,422,796,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141227,125563,17,12,420,1798,258,151,2,2,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,20,0,0,0,0,0
20141227,121630,32,11,234,1174,63,37,1,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
20141227,49732,17,12,305,1371,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,64477,18,12,305,679,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141227,137136,7,12,420,1798,3022,1380,39,37,28,18,74805,18,16,31199,10,10,10,0,0,402,0,0,0,323,0,10,31199,10,10
20141227,80062,21,11,510,676,166,96,4,3,0,1,1218,1,1,1218,1,1,1,0,0,9,0,0,0,8,0,1,1218,1,1
20141227,42301,18,12,326,625,47,37,0,0,1,1,1993,1,1,597,1,1,1,0,0,5,0,0,0,4,0,1,597,1,1
20141227,22282,14,7,172,1635,75,43,1,1,0,1,1708,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
20141227,300,36,4,657,294,136,54,3,2,0,1,445,2,1,145,1,2,1,0,0,23,0,0,0,17,0,1,145,2,1
20141227,61143,32,11,422,1428,97,67,1,1,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,0,0
20141227,33172,37,11,480,340,824,415,2,2,46,18,10827,18,18,4874,17,17,17,1,0,182,0,1,0,161,0,17,4874,17,17
20141227,107245,13,1,81,1421,695,347,3,2,21,1,28670,41,1,359,0,0,0,0,0,60,0,0,0,59,0,0,359,0,0
20141227,152949,21,11,422,247,274,146,4,4,1,5,17542,7,4,8644,5,7,5,0,0,34,0,0,0,32,0,5,8644,7,5
20141227,92536,39,12,168,397,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,167931,17,12,203,840,111,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141227,18435,32,11,629,1537,89,57,1,1,1,2,3259,2,2,659,1,1,1,0,0,16,0,0,0,14,0,1,659,1,1
20141227,127018,37,11,480,340,817,410,2,1,44,35,21371,35,35,10051,35,35,35,1,0,180,0,1,0,158,0,35,10051,35,35
20141227,150126,14,7,683,2027,255,102,8,5,0,3,16869,4,1,5895,1,2,1,0,0,20,0,0,0,16,0,1,5895,2,1
20141227,131934,32,11,422,1450,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,75706,37,11,74,1184,346,139,0,0,6,0,657,0,0,389,0,0,0,0,0,17,0,0,0,15,0,0,389,0,0
20141227,28810,37,11,480,728,342,206,1,1,9,2,1257,3,2,619,2,3,2,0,0,98,0,0,0,91,0,2,619,3,2
20141227,10325,18,12,422,1131,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,82894,39,12,168,823,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141227,71275,20,5,320,736,520,192,11,8,5,8,30129,8,7,12588,4,4,4,0,0,23,0,0,0,23,0,4,12588,4,4
20141227,146679,13,1,556,607,365,226,9,8,14,3,2155,3,3,823,2,2,2,0,0,22,0,0,0,18,0,2,823,2,2
20141227,16434,21,11,305,582,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,80078,32,11,510,676,387,179,12,10,1,0,1241,0,0,0,0,0,0,0,0,39,0,0,0,29,0,0,0,0,0
20141227,71449,22,4,41,1401,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
20141227,32754,22,4,641,1291,87,43,1,1,0,0,192,0,0,86,0,0,0,0,0,16,0,0,0,10,0,0,86,0,0
20141227,92542,14,7,422,56,56,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0
20141227,31344,33,10,733,426,554,436,7,4,35,4,16776,4,3,5418,2,2,2,0,0,283,0,0,0,277,0,2,5418,2,2
20141227,125581,7,12,420,1798,414,207,3,3,3,2,12044,2,2,7249,2,2,2,0,0,33,0,0,0,28,0,2,7249,2,2
20141227,102811,18,12,412,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,58630,17,12,629,245,35,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
