20141227,61695,5,7,12,327,1413,36,26,0,0,0,0,2565,0,0,974,0,0,0,0,0,7,0,0,0,7,0,0,974,0,0
20141227,61695,4,7,12,327,1413,43,25,1,1,1,1,2710,1,1,1029,1,1,1,0,0,12,0,0,0,12,0,1,1029,1,1
20141227,61695,3,7,12,327,1413,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0
20141227,61695,1,7,12,327,1413,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141227,61695,2,7,12,327,1413,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141227,51007,5,33,10,691,1616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,51007,3,33,10,691,1616,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,51007,1,33,10,691,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,51007,4,33,10,691,1616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,92188,1,39,12,203,1561,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0
20141227,92188,3,39,12,203,1561,99,47,0,0,1,0,2572,0,0,989,0,0,0,0,0,10,0,0,0,9,0,0,989,0,0
20141227,92188,2,39,12,203,1561,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141227,92188,5,39,12,203,1561,56,28,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0
20141227,92188,4,39,12,203,1561,39,25,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0
20141227,96283,1,32,11,629,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,96283,4,32,11,629,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,108475,5,7,12,684,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
20141227,108475,1,7,12,684,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141227,108475,3,7,12,684,9,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141227,135033,2,4,11,511,1283,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0
20141227,135033,4,4,11,511,1283,13,10,0,0,1,1,2201,3,1,941,1,3,1,0,0,2,0,0,0,2,0,1,941,3,1
20141227,135033,3,4,11,511,1283,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,135033,1,4,11,511,1283,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,135033,5,4,11,511,1283,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,19914,5,36,4,518,1369,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
20141227,19914,4,36,4,518,1369,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141227,19914,2,36,4,518,1369,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
