197,all,122
300,all,284
727,all,903
3435,all,2030
3654,all,27
4044,all,3
5141,all,211
6572,all,18
7716,all,67
8393,all,0
9089,all,0
9425,all,10
9827,all,2
10325,all,9
11068,all,75
11108,all,10
11447,all,68
11534,all,101
12104,all,0
12485,all,22
12659,all,16
13112,all,144
13282,all,268
14207,all,82
14663,all,548
15170,all,51
15191,all,314
15200,all,31
15257,all,8
15413,all,0
16235,all,1
16241,all,206
16434,all,5
17199,all,1
17946,all,1
18030,all,169
18063,all,0
18435,all,19
19869,all,25
19914,all,10
20499,all,1
21399,all,263
21570,all,3
22108,all,152
22282,all,20
23160,all,0
23571,all,0
23799,all,5
24018,all,0
24528,all,257
24867,all,1
25455,all,3
25839,all,30
26115,all,0
26427,all,10
27195,all,71
27462,all,46
28810,all,43
28881,all,0
28887,all,84
30087,all,0
30174,all,0
31275,all,1
31299,all,125
31344,all,61
31491,all,24
32340,all,3
32439,all,1
32715,all,7
32754,all,54
32782,all,14
32869,all,57
33166,all,26
33172,all,375
33388,all,1
33796,all,4
35134,all,84
35299,all,777
35911,all,5
36046,all,20
36223,all,1
37060,all,1145
37645,all,641
38095,all,2
38581,all,9
39412,all,9
39436,all,48
41158,all,55
41590,all,10
41655,all,1880
42004,all,0
42093,all,152
42301,all,18
43162,all,0
43429,all,34
44815,all,0
47623,all,3
49732,all,0
50470,all,1
50485,all,12
50887,all,1676
51007,all,1
51412,all,18
52372,all,1
52381,all,0
52564,all,45
53350,all,658
53830,all,5
54388,all,470
54661,all,5
54886,all,8
55159,all,29
55608,all,30
55750,all,3
57079,all,0
57886,all,153
58119,all,12
58552,all,1772
58630,all,9
59548,all,0
59590,all,1
59596,all,17
60163,all,550
60604,all,4
61102,all,1
61143,all,7
61285,all,202
61294,all,0
61390,all,19
61540,all,0
61695,all,55
62127,all,23
62623,all,120
62940,all,50
63408,all,2
64381,all,138
64477,all,0
64768,all,16
65023,all,0
65236,all,3
65271,all,1
65593,all,40
65713,all,193
65836,all,3
66220,all,1
66811,all,2
67435,all,21
67936,all,1213
68077,all,705
68795,all,465
70012,all,4
70270,all,0
70444,all,0
70810,all,8
71005,all,142
71275,all,35
71449,all,7
72136,all,571
72667,all,2
74794,all,2
75388,all,0
75706,all,11
75742,all,0
75871,all,5
75949,all,3
77161,all,8
79531,all,1
79996,all,13
80062,all,10
80078,all,42
80251,all,0
80528,all,16
80701,all,2
81034,all,1
81196,all,1
81229,all,1
81244,all,13
81520,all,16
82606,all,15
82840,all,4
82846,all,23
82894,all,0
83405,all,412
84923,all,387
85291,all,4
85339,all,0
85567,all,17
85852,all,3
86953,all,0
87277,all,5
88120,all,9
88489,all,2
89185,all,2601
89362,all,9
90545,all,722
90904,all,3
91291,all,0
91405,all,9
92137,all,4
92188,all,20
92536,all,0
92542,all,6
93019,all,18
94666,all,9
95722,all,0
96025,all,0
96223,all,13
96283,all,4
99019,all,158
99049,all,0
99211,all,1
99376,all,57
99577,all,25
99802,all,266
99904,all,1
100267,all,139
100840,all,0
101615,all,5
101896,all,4
102811,all,0
102955,all,3
103198,all,2
103261,all,0
103855,all,15
105436,all,32
105562,all,6
105613,all,11
105865,all,27
105932,all,30
106057,all,0
106714,all,81
107245,all,33
107446,all,99
108124,all,1
108475,all,0
110617,all,0
110680,all,18
110906,all,519
111017,all,5
111401,all,26
111406,all,84
112381,all,0
113465,all,5
113881,all,0
113929,all,4
114176,all,0
114811,all,0
115207,all,0
116248,all,27
116314,all,2
117691,all,80
117850,all,3
118234,all,1
118249,all,0
119041,all,367
119563,all,4
119596,all,7
120347,all,11
120586,all,13
121597,all,34
121630,all,12
123628,all,76
123928,all,150
124111,all,15
124666,all,7
124837,all,55
124906,all,7
125563,all,13
125581,all,25
125899,all,1
125935,all,6
127018,all,877
127693,all,3
128749,all,26
129166,all,0
129257,all,174
130168,all,9
130397,all,173
130408,all,29
131934,all,3
132051,all,25
132570,all,117
132849,all,86
133659,all,32
134336,all,631
134391,all,117
134469,all,99
134676,all,5
135033,all,19
135831,all,1
135921,all,4
135963,all,3
136017,all,1
136034,all,0
136956,all,32
137136,all,414
138840,all,107
140181,all,0
140250,all,37
141207,all,54
141885,all,4
142104,all,4
142418,all,734
142422,all,8
142614,all,19
142782,all,14
142842,all,12
143196,all,0
143867,all,40
144273,all,5
144420,all,654
144954,all,1
146679,all,77
146967,all,536
147255,all,4
147390,all,36
147420,all,613
148272,all,80
148569,all,69
148668,all,42
149598,all,12
149832,all,63
149943,all,6
149961,all,738
150126,all,67
150528,all,142
150834,all,1
151025,all,570
151739,all,666
151776,all,1588
152439,all,0
152949,all,37
153591,all,14
154800,all,0
154815,all,0
157848,all,3
158171,all,23
159354,all,1
159483,all,5
160626,all,5
161205,all,0
161238,all,111
161340,all,22
161378,all,2315
161556,all,4
161685,all,2
161850,all,1
162006,all,87
162744,all,2
163290,all,9
165345,all,165
166167,all,24
166581,all,2
167001,all,2
167715,all,361
167931,all,3
168348,all,138
197,5,37
197,3,34
197,1,19
197,4,30
197,2,2
300,3,44
300,4,72
300,1,24
300,5,78
300,2,66
727,4,242
727,3,171
727,1,56
727,5,388
727,2,46
3435,5,262
3435,3,473
3435,4,661
3435,1,427
3435,2,207
3654,4,3
3654,1,5
3654,5,6
3654,2,11
3654,3,2
4044,3,1
4044,5,0
4044,1,0
4044,4,2
4044,2,0
5141,5,41
5141,4,114
5141,2,9
5141,1,17
5141,3,30
6572,3,1
6572,4,14
6572,1,0
6572,2,0
6572,5,3
7716,2,0
7716,3,11
7716,5,4
7716,4,48
7716,1,4
8393,5,0
8393,3,0
8393,1,0
8393,4,0
8393,2,0
9089,3,0
9089,1,0
9089,2,0
9089,4,0
9089,5,0
9425,3,0
9425,4,7
9425,5,0
9425,1,0
9425,2,3
9827,2,0
9827,3,0
9827,4,1
9827,5,0
9827,1,1
10325,4,1
10325,2,1
10325,3,2
10325,5,5
10325,1,0
11068,2,8
11068,1,2
11068,5,15
11068,4,50
11068,3,0
11108,5,4
11108,2,0
11108,3,5
11108,4,1
11108,1,0
11447,5,23
11447,1,2
11447,2,2
11447,3,0
11447,4,41
11534,3,6
11534,5,0
11534,1,19
11534,4,76
11534,2,0
12104,5,0
12104,4,0
12104,3,0
12485,2,4
12485,3,0
12485,5,5
12485,4,12
12485,1,1
12659,2,0
12659,3,0
12659,4,15
12659,5,0
12659,1,1
13112,3,20
13112,4,43
13112,2,26
13112,1,24
13112,5,31
13282,5,11
13282,1,42
13282,3,125
13282,2,29
13282,4,61
14207,1,20
14207,4,25
14207,3,12
14207,2,9
14207,5,16
14663,2,82
14663,1,113
14663,5,80
14663,4,104
14663,3,169
15170,2,4
15170,5,2
15170,3,12
15170,1,5
15170,4,28
15191,3,75
15191,5,57
15191,2,13
15191,1,94
15191,4,75
15200,3,15
15200,4,5
15200,5,7
15200,2,2
15200,1,2
15257,3,4
15257,2,2
15257,4,2
15257,5,0
15257,1,0
15413,2,0
15413,5,0
15413,1,0
15413,4,0
15413,3,0
16235,3,0
16235,4,0
16235,1,0
16235,2,1
16235,5,0
16241,5,32
16241,2,16
16241,1,13
16241,4,88
16241,3,57
16434,5,0
16434,4,1
16434,2,0
16434,1,0
16434,3,4
17199,4,0
17199,5,0
17199,1,0
17199,2,0
17199,3,1
17946,3,0
