20141221,51007,3,33,10,691,1616,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,51007,1,33,10,691,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,51007,4,33,10,691,1616,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,92188,4,39,12,203,1561,61,23,0,0,1,1,2770,1,1,1065,1,1,1,0,0,7,0,0,0,6,0,1,1065,1,1
20141221,92188,1,39,12,203,1561,47,17,0,0,0,0,2569,0,0,987,0,0,0,0,0,4,0,0,0,4,0,0,987,0,0
20141221,92188,5,39,12,203,1561,37,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,92188,3,39,12,203,1561,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20141221,92188,2,39,12,203,1561,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0
20141221,96283,5,32,11,629,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,96283,4,32,11,629,190,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,96283,3,32,11,629,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,96283,2,32,11,629,190,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20141221,96283,1,32,11,629,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,108475,1,7,12,684,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,108475,3,7,12,684,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,108475,5,7,12,684,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,108475,2,7,12,684,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,108475,4,7,12,684,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,135033,2,4,11,511,1283,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,135033,3,4,11,511,1283,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,135033,5,4,11,511,1283,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
20141221,135033,4,4,11,511,1283,30,18,1,1,2,3,3668,5,2,1252,2,4,2,0,0,5,0,0,0,4,0,2,1252,4,2
20141221,135033,1,4,11,511,1283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,19914,3,36,4,518,1369,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,19914,1,36,4,518,1369,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,19914,4,36,4,518,1369,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
20141221,19914,2,36,4,518,1369,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,19914,5,36,4,518,1369,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
20141221,110906,4,18,12,422,51,198,90,4,4,4,4,14751,4,4,3158,3,3,3,0,0,24,0,0,0,20,0,3,3158,3,3
20141221,110906,1,18,12,422,51,108,59,0,0,7,3,13669,3,3,2926,2,2,2,0,0,15,0,0,0,14,0,2,2926,2,2
20141221,110906,3,18,12,422,51,252,134,9,9,5,1,6843,1,1,1949,1,1,1,0,0,57,0,0,0,44,0,1,1949,1,1
20141221,110906,2,18,12,422,51,97,42,1,1,3,3,10598,3,3,3015,3,3,3,0,0,12,0,0,0,10,0,3,3015,3,3
20141221,110906,5,18,12,422,51,148,90,13,7,21,10,38413,10,9,9965,9,9,9,0,0,37,0,0,0,31,0,9,9965,9,9
20141221,55750,1,39,12,203,1561,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,55750,2,39,12,203,1561,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20141221,55750,3,39,12,203,1561,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,55750,5,39,12,203,1561,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,55750,4,39,12,203,1561,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,64381,2,21,11,601,810,27,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141221,64381,1,21,11,601,810,26,12,0,0,0,0,862,0,0,468,0,0,0,0,0,1,0,0,0,1,0,0,468,0,0
20141221,64381,4,21,11,601,810,39,18,1,1,1,2,1867,2,2,506,1,1,1,0,0,6,0,0,0,6,0,1,506,1,1
20141221,64381,3,21,11,601,810,80,47,3,3,1,0,863,0,0,468,0,0,0,0,0,17,0,0,0,15,0,0,468,0,0
